node,nodeID,root node,root node ID,biodomain
steroid biosynthetic process,GO:0006694,biological_process,GO:0008150,"Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Oxidative Stress"
cholesterol biosynthetic process,GO:0006695,biological_process,GO:0008150,"Lipid Metabolism, APP Metabolism, Endolysosome, Proteostasis, Oxidative Stress"
bile acid biosynthetic process,GO:0006699,biological_process,GO:0008150,"Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Unknown"
C21-steroid hormone biosynthetic process,GO:0006700,biological_process,GO:0008150,"Lipid Metabolism, Immune Response, Epigenetic, Proteostasis, Unknown"
progesterone biosynthetic process,GO:0006701,biological_process,GO:0008150,"Lipid Metabolism, Proteostasis, Oxidative Stress, Immune Response, Apoptosis"
androgen biosynthetic process,GO:0006702,biological_process,GO:0008150,"Hormone,Lipid Metabolism,Mitochondrial Metabolism,Immune Response,Epigenetic"
estrogen biosynthetic process,GO:0006703,biological_process,GO:0008150,"Lipid Metabolism, Hormone Metabolic Process, APP Metabolism, Proteostasis, Immune Response"
glucocorticoid biosynthetic process,GO:0006704,biological_process,GO:0008150,"Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Endolysosome"
mineralocorticoid biosynthetic process,GO:0006705,biological_process,GO:0008150,"Lipid Metabolism, Endolysosome, Proteostasis, Immune Response, Oxidative Stress"
steroid catabolic process,GO:0006706,biological_process,GO:0008150,"Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Oxidative Stress"
cholesterol catabolic process,GO:0006707,biological_process,GO:0008150,"Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism"
androgen catabolic process,GO:0006710,biological_process,GO:0008150,"Lipid Metabolism, Proteostasis, Epigenetic, APP Metabolism, Tau Homeostasis"
estrogen catabolic process,GO:0006711,biological_process,GO:0008150,"Lipid Metabolism, APP Metabolism, Tau Homeostasis, Immune Response, Proteostasis"
