node,nodeID,root node,root node ID,biodomain
alcohol sulfotransferase activity,GO:0004027,molecular_function,GO:0003674,"Synapse, Proteostasis, Lipid Metabolism, Oxidative Stress, Unknown"
3-chloroallyl aldehyde dehydrogenase activity,GO:0004028,molecular_function,GO:0003674,"Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy"
aldehyde dehydrogenase (NAD+) activity,GO:0004029,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Lipid Metabolism"
aldehyde dehydrogenase [NAD(P)+] activity,GO:0004030,molecular_function,GO:0003674,"Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome, Mitochondrial Metabolism"
aldehyde oxidase activity,GO:0004031,molecular_function,GO:0003674,"Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy, Unknown"
aldose reductase (NADPH) activity,GO:0004032,molecular_function,GO:0003674,"Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy"
aldose 1-epimerase activity,GO:0004034,molecular_function,GO:0003674,"Mitochondrial Metabolism, Unknown, Oxidative Stress, Lipid Metabolism, Proteostasis"
alkaline phosphatase activity,GO:0004035,molecular_function,GO:0003674,"Synapse, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome"
allantoicase activity,GO:0004037,molecular_function,GO:0003674,"Unknown, Unknown, Unknown, Unknown, Unknown"
amidase activity,GO:0004040,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Synapse"
L-glutamate N-acetyltransferase activity,GO:0004042,molecular_function,GO:0003674,"Synapse, Proteostasis, Epigenetic, Mitochondrial Metabolism, Oxidative Stress"
L-aminoadipate-semialdehyde dehydrogenase activity,GO:0004043,molecular_function,GO:0003674,"Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Synapse"
amidophosphoribosyltransferase activity,GO:0004044,molecular_function,GO:0003674,"Proteostasis, Unknown, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism"
peptidyl-tRNA hydrolase activity,GO:0004045,molecular_function,GO:0003674,"Proteostasis,Synapse,RNA Spliceosome,Endolysosome,Unknown"
aminoacylase activity,GO:0004046,molecular_function,GO:0003674,"Proteostasis, Endolysosome, Autophagy, Unknown, Mitochondrial Metabolism"
aminomethyltransferase activity,GO:0004047,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Lipid Metabolism"
apyrase activity,GO:0004050,molecular_function,GO:0003674,"Synapse, Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy"
arachidonate 5-lipoxygenase activity,GO:0004051,molecular_function,GO:0003674,"Lipid Metabolism, Immune Response, Oxidative Stress, Synapse, Proteostasis"
arachidonate 12(S)-lipoxygenase activity,GO:0004052,molecular_function,GO:0003674,"Lipid Metabolism, Oxidative Stress, Synapse, Immune Response, Proteostasis"
arginase activity,GO:0004053,molecular_function,GO:0003674,"Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Unknown"
argininosuccinate synthase activity,GO:0004055,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Unknown"
argininosuccinate lyase activity,GO:0004056,molecular_function,GO:0003674,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy"
arginyl-tRNA--protein transferase activity,GO:0004057,molecular_function,GO:0003674,"Proteostasis, Autophagy, Endolysosome, RNA Spliceosome, Unknown"
aromatic-L-amino-acid decarboxylase activity,GO:0004058,molecular_function,GO:0003674,"Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Epigenetic"
aralkylamine N-acetyltransferase activity,GO:0004059,molecular_function,GO:0003674,"Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism, Autophagy"
arylamine N-acetyltransferase activity,GO:0004060,molecular_function,GO:0003674,"Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Unknown"
arylformamidase activity,GO:0004061,molecular_function,GO:0003674,"Synapse, Oxidative Stress, Immune Response, Proteostasis, Unknown"
aryl sulfotransferase activity,GO:0004062,molecular_function,GO:0003674,"Lipid Metabolism, Proteostasis, Oxidative Stress, Synapse, Endolysosome"
aryldialkylphosphatase activity,GO:0004063,molecular_function,GO:0003674,"Oxidative Stress, Proteostasis, Synapse, Mitochondrial Metabolism, Lipid Metabolism"
