node,nodeID,root node,root node ID,biodomain
neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration,GO:0021944,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Proteostasis, Autophagy"
central nervous system projection neuron axonogenesis,GO:0021952,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
central nervous system neuron differentiation,GO:0021953,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Epigenetic, Cell Cycle"
central nervous system neuron development,GO:0021954,biological_process,GO:0008150,"Synapse, Cell Cycle, Epigenetic, Structural Stabilization, Autophagy"
central nervous system neuron axonogenesis,GO:0021955,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Epigenetic, Autophagy"
central nervous system interneuron axonogenesis,GO:0021956,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy"
corticospinal tract morphogenesis,GO:0021957,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Cell Cycle, Autophagy"
anterior commissure morphogenesis,GO:0021960,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Cell Cycle, Epigenetic"
spinal cord ventral commissure morphogenesis,GO:0021965,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Myelination, Epigenetic"
corticospinal neuron axon guidance,GO:0021966,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Autophagy, Proteostasis"
corticospinal neuron axon guidance through spinal cord,GO:0021972,biological_process,GO:0008150,"ERROR: Error code: 400 - {'error': {'message': ""The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again."", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}"
telencephalon regionalization,GO:0021978,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Epigenetic, Autophagy"
hypothalamus cell differentiation,GO:0021979,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy"
pituitary gland development,GO:0021983,biological_process,GO:0008150,"Synapse, Epigenetic, Proteostasis, Endolysosome, Structural Stabilization"
adenohypophysis development,GO:0021984,biological_process,GO:0008150,"Epigenetic, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
neurohypophysis development,GO:0021985,biological_process,GO:0008150,"Synapse, Structural Stabilization, Endolysosome, Apoptosis, Immune Response"
habenula development,GO:0021986,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Epigenetic, Autophagy"
cerebral cortex development,GO:0021987,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Autophagy, Proteostasis"
olfactory lobe development,GO:0021988,biological_process,GO:0008150,"Synapse, Structural Stabilization, Cell Cycle, Autophagy, Epigenetic"
olfactory cortex development,GO:0021989,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Cell Cycle, Autophagy"
initiation of neural tube closure,GO:0021993,biological_process,GO:0008150,"Structural Stabilization, Epigenetic, Cell Cycle, Synapse, Myelination"
neural plate axis specification,GO:0021997,biological_process,GO:0008150,"Epigenetic, Structural Stabilization, Cell Cycle, Autophagy, Synapse"
neural plate mediolateral regionalization,GO:0021998,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Cell Cycle, Autophagy"
neural plate anterior/posterior regionalization,GO:0021999,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Cell Cycle, Proteostasis"
midbrain-hindbrain boundary maturation during brain development,GO:0022004,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Cell Cycle, Autophagy"
convergent extension involved in neural plate elongation,GO:0022007,biological_process,GO:0008150,"Synapse, Structural Stabilization, Epigenetic, Cell Cycle, Autophagy"
neurogenesis,GO:0022008,biological_process,GO:0008150,"Synapse, Epigenetic, Cell Cycle, Structural Stabilization, Autophagy"
central nervous system vasculogenesis,GO:0022009,biological_process,GO:0008150,"Vasculature, Developmental Process, Structural Stabilization, Central Nervous System, Angiogenesis"
central nervous system myelination,GO:0022010,biological_process,GO:0008150,"Myelination, Cell Cycle, Structural Stabilization, Synapse, Lipid Metabolism"
myelination in peripheral nervous system,GO:0022011,biological_process,GO:0008150,"Myelination, Synapse, Structural Stabilization, Cell Cycle, Lipid Metabolism"
pallium cell proliferation in forebrain,GO:0022013,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Epigenetic, Synapse, Myelination"
lateral ganglionic eminence cell proliferation,GO:0022018,biological_process,GO:0008150,"Synapse, Cell Cycle, Structural Stabilization, Autophagy, Developmental Process"
interkinetic nuclear migration,GO:0022027,biological_process,GO:0008150,"Cell Cycle, Structural Stabilization, Epigenetic, Synapse, Autophagy"
tangential migration from the subventricular zone to the olfactory bulb,GO:0022028,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Cell Cycle, Endolysosome"
telencephalon cell migration,GO:0022029,biological_process,GO:0008150,"Structural Stabilization, Synapse, Epigenetic, Cell Cycle, Autophagy"
metencephalon development,GO:0022037,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Epigenetic, Autophagy"
corpus callosum development,GO:0022038,biological_process,GO:0008150,"Synapse, Structural Stabilization, Myelination, Epigenetic, Cell Cycle"
regulation of opsin-mediated signaling pathway,GO:0022400,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, Endolysosome, Autophagy"
negative adaptation of signaling pathway,GO:0022401,biological_process,GO:0008150,"Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization"
hair cycle process,GO:0022405,biological_process,GO:0008150,"Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic, Synapse"
membrane docking,GO:0022406,biological_process,GO:0008150,"Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization"
regulation of cell-cell adhesion,GO:0022407,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle"
negative regulation of cell-cell adhesion,GO:0022408,biological_process,GO:0008150,"Synapse, Proteostasis, Structural Stabilization, Autophagy, Immune Response"
positive regulation of cell-cell adhesion,GO:0022409,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy"
circadian sleep/wake cycle process,GO:0022410,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, RNA Spliceosome, Oxidative Stress"
reproductive process,GO:0022414,biological_process,GO:0008150,"Cell Cycle, Epigenetic, DNA Repair, Apoptosis, Proteostasis"
digestive system process,GO:0022600,biological_process,GO:0008150,"Synapse, Proteostasis, Oxidative Stress, Endolysosome, Autophagy"
ovulation cycle process,GO:0022602,biological_process,GO:0008150,"Reproductive Process, Rhythmic Process, Epigenetic, Cell Cycle, DNA Repair"
regulation of anatomical structure morphogenesis,GO:0022603,biological_process,GO:0008150,"Synapse, Structural Stabilization, Endolysosome, Autophagy, Proteostasis"
regulation of cell morphogenesis,GO:0022604,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
mammalian oogenesis stage,GO:0022605,biological_process,GO:0008150,"Cell Cycle, Epigenetic, Proteostasis, Autophagy, Apoptosis"
cellular component assembly,GO:0022607,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome"
gland morphogenesis,GO:0022612,biological_process,GO:0008150,"Endolysosome, Proteostasis, Synapse, Structural Stabilization, Autophagy"
ribonucleoprotein complex biogenesis,GO:0022613,biological_process,GO:0008150,"Synapse, RNA Spliceosome, Proteostasis, Epigenetic, Autophagy"
membrane to membrane docking,GO:0022614,biological_process,GO:0008150,"Synapse, Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism"
protein to membrane docking,GO:0022615,biological_process,GO:0008150,"Synapse, Proteostasis, Endolysosome, Structural Stabilization, Autophagy"
DNA strand elongation,GO:0022616,biological_process,GO:0008150,"DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Apoptosis"
extracellular matrix disassembly,GO:0022617,biological_process,GO:0008150,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Immune Response"
protein-RNA complex assembly,GO:0022618,biological_process,GO:0008150,"Synapse, Proteostasis, RNA Spliceosome, Epigenetic, Autophagy"
proteasome accessory complex,GO:0022624,cellular_component,GO:0005575,"Proteostasis, Autophagy, Endolysosome, Oxidative Stress, Apoptosis"
cytosolic large ribosomal subunit,GO:0022625,cellular_component,GO:0005575,"Synapse, Proteostasis, RNA Spliceosome, Epigenetic, Structural Stabilization"
cytosolic ribosome,GO:0022626,cellular_component,GO:0005575,"Synapse, Proteostasis, RNA Spliceosome, Autophagy, Epigenetic"
cytosolic small ribosomal subunit,GO:0022627,cellular_component,GO:0005575,"Synapse, Proteostasis, RNA Spliceosome, Autophagy, Structural Stabilization"
transmitter-gated monoatomic ion channel activity,GO:0022824,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Proteostasis, Autophagy, Metal Binding and Homeostasis"
wide pore channel activity,GO:0022829,molecular_function,GO:0003674,"Synapse, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress"
voltage-gated channel activity,GO:0022832,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Oxidative Stress, Apoptosis, Proteostasis"
ligand-gated channel activity,GO:0022834,molecular_function,GO:0003674,"Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism"
gated channel activity,GO:0022836,molecular_function,GO:0003674,"Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization"
monoatomic ion-gated channel activity,GO:0022839,molecular_function,GO:0003674,"Synapse, Proteostasis, Oxidative Stress, Autophagy, Endolysosome"
leak channel activity,GO:0022840,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Endolysosome"
potassium ion leak channel activity,GO:0022841,molecular_function,GO:0003674,"Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Structural Stabilization"
voltage-gated monoatomic cation channel activity,GO:0022843,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Oxidative Stress, Apoptosis, Proteostasis"
acetylcholine-gated monoatomic cation-selective channel activity,GO:0022848,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Epigenetic, Proteostasis, Autophagy"
glutamate-gated calcium ion channel activity,GO:0022849,molecular_function,GO:0003674,"Synapse, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Autophagy"
serotonin-gated monoatomic cation channel activity,GO:0022850,molecular_function,GO:0003674,"Synapse, Signaling, Ion Channel, Neuronal Excitability, Signaling Receptor"
GABA-gated chloride ion channel activity,GO:0022851,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Epigenetic, Proteostasis, Lipid Metabolism"
glycine-gated chloride ion channel activity,GO:0022852,molecular_function,GO:0003674,"Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy"
transmembrane transporter activity,GO:0022857,molecular_function,GO:0003674,"Synapse, Proteostasis, Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism"
alanine transmembrane transporter activity,GO:0022858,molecular_function,GO:0003674,"Mitochondrial Metabolism, Proteostasis, Synapse, Endolysosome, Lipid Metabolism"
zinc efflux transmembrane transporter activity,GO:0022883,molecular_function,GO:0003674,"Metal Binding and Homeostasis, Synapse, Proteostasis, Oxidative Stress, Autophagy"
macromolecule transmembrane transporter activity,GO:0022884,molecular_function,GO:0003674,"Synapse, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism"
inorganic cation transmembrane transporter activity,GO:0022890,molecular_function,GO:0003674,"Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism"
intermediate conductance calcium-activated potassium channel activity,GO:0022894,molecular_function,GO:0003674,"Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Structural Stabilization"
regulation of transmembrane transporter activity,GO:0022898,biological_process,GO:0008150,"Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy"
electron transport chain,GO:0022900,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Cell Cycle, Autophagy"
respiratory electron transport chain,GO:0022904,biological_process,GO:0008150,"Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Autophagy"
signal transduction involved in regulation of gene expression,GO:0023019,biological_process,GO:0008150,"Synapse, Epigenetic, Proteostasis, Autophagy, RNA Spliceosome"
termination of signal transduction,GO:0023021,biological_process,GO:0008150,"Synapse, Proteostasis, Cell Cycle, Apoptosis, Autophagy"
MHC class I protein complex binding,GO:0023024,molecular_function,GO:0003674,"Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis"
MHC class Ib protein complex binding,GO:0023025,molecular_function,GO:0003674,"Immune Response, Proteostasis, Synapse, Epigenetic, Structural Stabilization"
MHC class II protein complex binding,GO:0023026,molecular_function,GO:0003674,"Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis"
MHC class Ib protein binding,GO:0023029,molecular_function,GO:0003674,"Immune Response, Synapse, Proteostasis, Endolysosome, Epigenetic"
"MHC class Ib protein binding, via antigen binding groove",GO:0023030,molecular_function,GO:0003674,"Immune Response, Proteostasis, Endolysosome, Synapse, Autophagy"
CD40 signaling pathway,GO:0023035,biological_process,GO:0008150,"Immune Response, Synapse, Proteostasis, Oxidative Stress, Apoptosis"
neuronal signal transduction,GO:0023041,biological_process,GO:0008150,"Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Epigenetic"
regulation of signaling,GO:0023051,biological_process,GO:0008150,"Synapse, Proteostasis, Epigenetic, RNA Spliceosome, Autophagy"
